pid,label_en,label_zh,_date,object_origin,object_type_en,object_type_zh,_source,cultural_context,_collection,current_location_city,collection_num,DPM_1925_inventory_num,1925_inventory_loc,en_measurements,zh_measurements,_rights,NPMT_1983_poem_listing,image_links,pub_1,pub_2,pub_3,pub_4,pub_5,pub_6,text_title_zh,text_title_en,inscription_position,inscription_author,inscription_text_zh,inscription_text_en,Pub_Text_Chinese_Complete,西域圖志,pub_text_source,pub_text_volume,pub_text_chapter,pub_text_page,sexagenary_year,reign_year,notes_detail,text_ref,museum_catalogue,_manifest,_tags
Jade067,Fish-shaped jadeite case,翡翠魚式盒,1791,"likely Myanmar, although QL believed it an Islamic jade",box/case,盒,,"Mixed: ""Jadeite was mainly produced in Myanmar, and was not known to be used in Islamic jade carvings. Judging from it its shape, carving, and decoration style, this piece was made during the QL era. The practice of inlaying agate and precious stones was borrowed from Islamic jades."" (HK 2015 p49)",DPM,,故105912,菜446.3 珠石222JM50/38,遂初堂、三友軒、延趣樓、萃賞樓、抑齋//皇極殿正殿、西廡及南廡,"length: 24.8cm, diameter: 7.6cm, height: 2.9cm","長24.8、
寬7.6、
高2.9 厘米",,67,,HK 2015 p45/50/207,,,,,,詠痕都斯痕坦玉魚 ,On a Hindustan Jade Fish,"The body is inscribed with the first half [of the poem], and the interior side of the lid is inscribed with the second half [of the poem].""",,"痕都精製器，卧碗見多餘。
琢玉樣呈別，夢魚巧識初。（右側）
分無形迹露，合任泳游噓。
設欲遠方寄，此中應置書。（左側）",,"痕都精製器,盤盌見多餘,琢玉樣呈別,夢魚巧識初,分無形迹露,合任泳游嘘,設欲遠方寄,此中應置書(史記載蘇武雁足係書事,而古樂府亦有:呼兒烹鯉魚,中有尺素書句,後人遂以魚雁為寄書,故實不知,馬遷乃濫觴之始也。史記云:天子射上林中得雁,足有係帛書,言武在某澤中云云,雖爲常惠教使者詭言以給單于,而不顧爲事理之所無也,魚雁無知之物,焉解人意, 知其所寄之處而投之,不若置玉魚之腹,寄書爲相宜也,故戲及之)。 ",,御製詩,五集,卷65,頁7—8,辛亥,(乾隆五十六年1791年),,Poem,,,
Jade068,,,1792,,cup,詠痕都斯坦玉花簇盂 ,,,,,,,,,,,68,,,,,,,,詠痕都斯坦玉花簇盂 ,,,,"一朶瓊花千瓣披,圍承細葉却無枝,考之芳譜名弗識,來自遐方製實奇,撫不手留融內外,問那意想發葳蕤,端詳無可施鐫處,檀几平猶稱泐詞。 ",,"一朶瓊花千瓣披,圍承細葉却無枝,考之芳譜名弗識,來自遐方製實奇,撫不手留融內外,問那意想發葳蕤,端詳無可施鐫處,檀几平猶稱(去聲)泐詞。 ",,御製詩,五集,卷69,頁11,壬子,(乾隆五十七年1792年) ,,https://ctext.org/library.pl?if=gb&file=56863&page=22,,,
Jade069,"Skelton 1979 pl14; also evidently published in Burkart-Bauer, Marie-Fleur. Chinesische Jaden aus drei Jahrtausenden. Zürich: Museum Rietberg, 1986, plate265
(Have to Mobius when possible).",,1792,,bowl,題痕都斯坦大玉椀,,,"Museum Rietberg, Zurich",,,,,,,,69,,,,,,,,題痕都斯坦大玉椀,,,,"痕都精製玉,水磨鬼工勝,遠路來多小,巨材此獨稱,圍三踰尺五,葉簇見重層,刀斧渾無迹,撫摩穆有徵,盂圓切君道,璧返異臣能,不貴聽其致,非誇稀世曾。 ",,"痕都精製玉,水磨鬼工勝(彼處玉人用水磨製玉,工省而製精),遠路來多小(地旣遠,其來售者率小器品,似此大者實罕見)巨材此獨稱,圍三踰尺五(言其質),葉簇見重層(言其紋),刀斧渾無迹,撫摩穆有徵,盂圓切君道,璧返異臣能,不貴聽其致(雖不貴異物,而其來售者亦不禁也),非誇稀世曾。 ",,御製詩,五集,卷70,頁1,𡈼子,(乾隆五十七年1792年),"此詩加环於該玉碗之內壁, 收藏者不詳,發表于斯喀爾頓:晚期土耳其玉彫之特色,圖14。插圖27。 ",https://ctext.org/library.pl?if=gb&file=56863&page=78,,,
Jade070,"Rectangular pen-and-ink box with white-jade panels (Taipei 1983, webcat) Jade Box for pen and inkstone (Taipei 2015) ",痕都斯坦玉墨瓶筆室 (webcat) 白玉墨瓶筆室 (Taipei 1983),,Central Asia/Xinjiang,casket for pen and inkstone,玉筆硯甲,,Mixed Chinese and Hindustan,NPMT,,古玉3888,天311,乾清宮 QQG,"Length 29.3cm, width 11.1cm, height 11.2cm",,NPMT CC-BY-4.0,70,,Taipei 1983 p250-251 pl64,Taipei 2015 p80-81 pl045,,,,,詠塞提卜阿勒第所貢和闐玉筆硯匣,"""In Praise of the Khotan Jade Inkstone Box Presented by Satibu Aledi""",Bottom,,"巧琢和闐王,四藏宛具中,雖非貴異物,實乃表丹衷,鐫字頗相似,排文却不通。鑒識與笑納,亦以暢文風。 ","""The commentary to this poem recounts that this piece was sent as a tribute-gift by Satib Al-addin CHECK OFFICIAL SPELLING, the Hakim Beg of Yarkand. The Muslims of that area had been infuriated by the corrupt activities of the Qing court minister Gao Pu...; Satib al-Addin's report of Gao's corruption led to the exemption of the local Muslims from paing the following year's taxes, as well as his being awarded the rank of beile or Prince of the (Qing) Imperial Hous. The commentary to this poem mentions that this object was made in a 'Muslim City,' but we do not know if this refers to Yarkand itself or to another jade-working center such as Agra in northern India."" (Taipei 1983 pp97-98) Re: auspicious characters on plaques: ""These inscriptions are all executed in an unstead, childish calligraphy and with much variation in the sizes of the characters. Thus when [QL] receieved this gift, in his commemorative poem he stressed that although these words resembled Chinese writing, the phrases made no connected sense; howeve, moved by the donors' honest intentions, he accepted this gift with a smile and hoped in this way to promote the local culture and customs."" (Taipei 1983 p98)","巧琢和闐王,四藏宛具中(向於獅子林四藏書屋弆明彫漆匣內貯筆硯紙墨書屋,以是得名,是匣乃回城所作,竟能置文房四事於一處,蓋駸駸知中國文物矣),雖非貴異物,實乃表丹衷(塞提卜阿勒第乃回部葉爾羌阿奇木伯克,先是高樸駐劄葉爾羌,勾通奸商役使回人採玉販賣,又勒索彼處金銀珠寶,贓私纍纍,回衆無不怨憤。幸而塞提卜阿勒第列款呈首,永貴乃據實入告,隨將高樸等在彼正法,並免採玉回人次年應納之稅,回衆始安。爾時若非彼首先告發,再遲年餘,必至激生變亂,因即加封貝勒以示優獎。嗣後彼貢此器,特予賞收,非貴異物亦因其衷誠爲可嘉耳),鐫字頗相似,排文却不通(匣面横鐫風調萬壽萬雨順萬方如意十一字,由右而左雖爲祝頌吉詞,當緣未諳漢字文義,故不可句讀也)。鑒誠與笑納,亦以暢文風。 ",,御製詩,五集,卷70,頁27,壬子,(乾隆五十七年1792年),"此詩加琢於該玉匣的器底, 藏於本院,品號天三一一,圖版陸肆,插圖28。本院點收清冊上定名爲「痕都斯坦白玉墨瓶筆室」根據原器上所貼之黃籖,日久黃籖已遺落。第六句詩,琢於器表上爲「排書却不通」。 ""Although historical records show that Gao Pu was executed in Yarkand in 1778, this poem is dated [1792], so it is unclear at what time the brush-case was actually receieved at court. The QL emperor's eightieth birthday celebrations were held in 1790 in the Taihedian 太和殿 palace, attendedy by, among others, the headmen of many Asiatic tribes. Among these were the Xinjiang Muslim leaders, or Begs; it is therefore possible that this pen-and-ink box was presented to the emperor at that time, especially in view of of the 萬壽, 'ten thousand years' longevity,' i.e. a birthday greeting, and 四夷來賀""respectful greetings from the barbarians of the four quarters"" on this piece. Since the Muslim leaders would not have been very familiar with Chinese characters at that time, such a hybrid artwork would actually have been produced when they designed the work, and orderd the local artisans to make it (or else requested the Hindustani jade-carvers to do so)."" (Taipei 1983 pp98-99)",https://ctext.org/library.pl?if=gb&file=56863&page=129,http://antiquities.npm.gov.tw/Utensils_Page.aspx?ItemId=54313,,
Jade071,,青玉花耳雙環碗,1792 (DPM) or 1793 (NPMT),"""Qing copy"" (HK 2015 pp48-49)",two-handled cup/bowl,盂 or 碗 ,,"Mixed Chinese (ring handles) and Hindustan flower-form handles, red stones/glass inlaid into flower handle centers) See complete text and Additional Notes for more.",DPM,,故102278,夜216.16,頤和軒 YHX,"rim diameter: 7.2cm, base diameter: 10.7cm, height: 3.7cm","口徑7.2、
底徑10.7 、高3.7厘米",,71,,HK 2015 p44/50/207,,,,,,題痕都斯坦玉盂 ,,Interior wall,,"盂耳有環垂，考古製所貽。 何時外竊式，卻較內為奇。
疊葉薄如紙，簇花圓中規。 總應慎好惡，實覺惕生茲。（內壁）",,"盂耳有環垂，考古製所貽。 何時外竊式，卻較內為奇。
疊葉薄如紙(痕都斯坦玉工以水磨治玉, 製絕精巧, 向每有詠，但當所見者, 式樣與內地多有不同.而此盂則似竊中華之式，兩耳有環,下為三足，竟與西清古鑑周丁㐪盤, 漢獸環洗,形製相仿.而通體鐫鏤花葉，層疊隠互,其薄如紙，盖加精巧 )簇花圓中(聲去)規。 總應慎好惡，實覺惕生茲。",,御製詩,五集,卷79,頁1—2,癸丑or壬子,乾隆57 or 58 (1792 or 1793) ,"HK 2015 pp 44, 48-49 says that ""乾隆皇帝認為‘此盂則似竊中華之式'"" from notes to poem (but not incised on the object itself).",Poem,,,
Jade072,,,1793,,cup,詠痕都斯坦所製玉盂,,,,,,,,,,,72,,,,,,,,詠痕都斯坦所製玉盂,,,,"和闐產良玉,追琢乏工爲,却賴痕都製,有過茂苑奇,足承花四發,耳綴朶雙垂,言念水圓喩,勅幾益慎之。 ",,"和闐產良玉,追琢乏工爲(和闐雖產玉而無良工),却賴痕都製,有過茂苑奇(蘇州專諸巷多玉工,然總不若痕都斯坦用水磨治玉,特爲精巧),足承花四發,耳綴朶雙垂,言念水圓喩(爲人君者猶盂也,民猶水也,盂方水方,孟圆水圓,見韓非子),勅幾益慎之。 ",,御製詩,五集,卷84,頁6,癸丑,(乾隆五十八年1793年) ,,https://ctext.org/library.pl?if=gb&file=56930&page=68,,,
Jade073,,,1794,,bowl,詠和闐白玉椀,,,,,,,,,,,73,,,,,,,,詠和闐白玉椀,,,,"水磨天方巧,專諸未足論,輸誠從遠域,嚮禮佐臨軒,看去有花葉,撫來無跡痕,雖云酬厚往,召誠意恒存。 ",,"水磨天方巧,專諸未足論(蘇州專諸巷多玉工,然不如和闐美玉痕都斯坦玉工所製者,彼蓋水磨所造,花葉分明,撫之却無痕跡,材美工巧是爲兼之),輸誠從遠域,嚮禮佐臨軒(凡御殿賜茶,例用玉椀爲宜)看去有花葉,撫來無跡痕,雖云酬厚往,召誠意恒存。 ",,御製詩,五集,卷87,頁11,甲寅,(乾隆五十九年1794年),,https://ctext.org/library.pl?if=gb&file=56931&page=24,,,
Jade074,Pale green jade bowl with flower-shaped handles and double rings,青玉花耳雙環碗(HK 2015 p45) 白玉雙環碗 HK 2015p207,1792 (DPM) or 1794 (NPMT) 此詩在《御製詩集》的位置屬乾隆五十九年 (1794)。,Qing copy,ring-handled bowl,雙環椀,,Mixed Chinese/Hindustan,DPM,,故102278, 玉7.4,雨花閣 YHG,"rim diameter: 12cm, base diameter: 7cm, height: 5.9cm","口徑12、
底徑7、
高5.9厘米",,74,,HK 2015 p45/50/207,,,,,,詠痕都斯坦玉雙環椀,On a Hindustan Jade Bowl with Double Rings,,,"規是圓之至，千秋中外傳。雙環肖内地，一碗本西天。
好惡可不慎，琳瑯亦待鐫。他山憐彼石，為錯孰知焉。（內壁）",,"規是圓之至，千秋中外傳。雙環肖内地(内地所製玉椀, 有為雙環式者, 痕都斯坦向無此式, 今亦肖內, 地為之)，一椀本西天。好惡(二皆去聲)可不慎，琳瑯亦待鐫。他山憐彼石，為錯孰知焉。",,《御製詩集•五集》卷九十二五，頁六，“詠痕都斯坦玉雙環碗”，此詩在《御製詩集》的位置屬乾隆五十九年 (1794)。,五集,卷92,頁6,壬子 or 甲寅,"Object incised with poem dated 乾隆 1792, but poem entered in 御製詩 under 五十九年1794年)","Poem incised on bowl is dated QL57, but poem is categorized under QL59 (1794) in the 御製詩 (HK 2015 p49)",Poem,,,
Objects with texts not included in NPMT 1983 list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jade075,Candle holder with acanthus leaves,青玉燭台,（1775）,Upright stand: India; Dish: Suzhou,candlestick,燭台 or 燈檠,,Mughal + pseudo-Mughal,DPM,,故096189,崑170.13-2/2,南庫 NK,,"高31.9、
盤徑
28.7x20.8厘米",,NA,,HK 2015 p172-173 pl 30; p203,,,,,,詠和闐玉燈檠,On a Khotan Jade Candlestick,"vertical ridged portion of dish center, just below upright stand",,"肖是痕都式，琢仍玉隴珵。
承油盤一具，擎蠟幹雙撐。
繼照騰金焰，敷光燦玉英。
咸賓無遠邇，慎德緬王明。
(托盤中心)","""The form comes from India, but the jade comes from Yulong in Xinjiang. A dish is used to collect oils, and two upright stands support the candles. Gold flames dance on the candles and the light sets off the luster of the jade. Wherever the people come from, they will all feel the brilliance of the emperor. First month of spring of 上瀚 the yiwei year of the Qianlong reign."" (HK 2015 p172)","肖是痕都式(痕都斯坦製玉極精巧回人善賈者每攜其器至葉爾羌市易向得其玉燈檠曾題以句茲用和闐玉仿為之),琢仍玉隴珵(玉隴乃和闐六城之一).承油盤一具,擎蠟幹雙撐.繼照騰金焰,敷光燦玉英.咸賓無遠邇,慎德緬王明.",,御製詩,四集,卷41,頁29,乙未,乾隆（1775）,"""The yiwei year was the 40th year of the Qianlong reign. The poem was likely to have been composed in this year but attributed to the 42nd year when it was documented in the collection of imperial poems. In the 38th year of the QL reign (1773) the emperor had commissioned a matching plate for the pale green jade candle holder, as well as two copies of the whole set. Receiving the order, craftsmen in the 如意館 prepared the design blueprint of the chrysanthemum-shaped plate and with the selected piece of white jade, sent to Suzhou, where the plate was to be produced. The plate was eventually completed in the 39th year of the Qianlong reign. It is believed that the present piece is the original, rather than a copy. Color differences between the candle holder and the plate indicate that the former waas from India while the latter was produced in Suzhou...[I]n the 56th year [1791], one more set was made in Suzhou under the commission of the emperor, which was quite rare during the Qianlong Era."" (HK 2015 p172) Chinese text additionally notes that in QL58 (1793), ""做得山料玉燈一對，配几，交九州清晏（圓明園皇帝寢殿）。""",Begins here and continues on digital page 128.,,,
Jade076,White jade lobed dish,白玉花瓣碗,1780,India,bowl,花瓣碗,,Mughal ,DPM,,故102273,呂2935,養心殿 YXD,,"口徑18.9x13.5
底徑6.5x5.9，高5厘米",,NA,,HK 2015 p43/49/205,,,,,,詠痕都斯坦花瓣碗,"On a Hindustan Flower-Form Bowl (HK 2015 p48 trans. ""On a Lobed Hindustan Bowl"")",interior wall,,"罽賓巧雕刻，其地近痕都。製碗圓而橢，撫形有若無。
開花自分瓣，綴葉更承趺。宜贈青蓮李，蘭陵琥珀沽。
琛出方流磨，經遠水薄鏤。冰而比潔巧，刻葉以稱神。
名其器，匪雲寳欽。
進乎道，詎為藝視。(内壁）",,"罽賔巧雕刻,其地近痕都.製椀圓而橢,撫形有若無.開花自分瓣,綴葉更承趺.宜贈青蓮李,蘭陵琥珀沽. **御製詩全集 only includes the first portion of the poem (in black) incised on the object; object includes text in both black and yellow**",,《御製詩集•四集》卷七十五，頁九，“詠痕都斯坦花瓣碗”，此詩在《御製詩集》的位置屬乾隆四十五年 (1780)；另外，“琛出方流磨”及其後數句不見於《御製詩集》。,四集,卷75,頁9,庚子,乾隆四十五年 (1780),,starts here and continues here,,,
Jade077,Large green jade dish,碧玉盤,1762,Central Asia,dish,盤,,Central Asian/Uighur,DPM,,故093384,接395,,,"口徑66.6、
底徑27.4、
高10.3厘米",,NA,,HK 2015 p41/46/198,Hebei 1993 pls. 76-77,,,,,玉盤謠疊舊作韻（有序）,Song of the Jade Dish in Rhyme with an Old Poem,Interior center,,"舆昔獲盤符寸尺，只複成雙補闕益。忽分忽合無情石，猶覺愉焉色潤碧。
卻似延津龍躍澤，是宜有詩紀其跡。出師昔歲略崑侖，五載功成咸來賓。
天方默克西瀛津，或貢鏁甲或玉罇。付之有司武庫存，精金華服彩帛完。
薄來厚往已數年，物固有幸奇聯偶。伊犁扼要輪畨守，儲胥詎籍邊內取。
哈薩布露胥地醜，敢萌覬覦市易走。墾耕忽見此盤有，驛致同舊列左右。
絕域秋登萬寶滋，既足食矣還足衣。喜固在彼斯非奇，敢因志滿不戢師。
天庥敬奉戒恬熙，福謙保秦永志之。向欲速矣思增椎。",,與昔獲盤符寸尺，隻復成雙補闕益。忽分忽合無情石，猶覺愉焉色潤碧。却似延津龍躍澤，是宜有詩紀其跡。出師昔嵗畧崑崙，五載功成咸来賔。天方黙克西瀛津，𢦙鏁甲𢦙玉罇。付之有司武庫存，精金華服綵帛完。薄来厚往已數年，物固有幸竒聫偶。伊犁扼要輪畨守，儲胥詎藉邉内取。哈薩布露胥地醜，敢萌覬覦市易走。墾耕忽見此盤有，驛致同舊列左右。絶域秋登萬寳滋，既足食矣還足衣。喜固在彼斯非竒，敢因志滿不戢師。天庥敬奉戒恬熙，福謙保泰永誌之。向欲速矣思増椎（前篇以得盤時逋逆尚未就殛故有擬付鄛人一例椎之句）。,,御製詩集,三集,卷17,頁2-3,壬午,乾隆壬午,"Also included in 《皇輿西域圖志》卷四十一，頁七，“御製玉盤謠疊舊作韻（有序，壬午）”。Zhang in HK 2015 p46 notes that this is largest known dish, dug up in Ili in 1757, with poem composed in 1757 -- KK seal on poem is dated five years later (1762) --> cf Jade008",https://ctext.org/library.pl?if=gb&file=71166&page=122,,,
Jade078,White jade bowl,,1789,"""Qing copy"" (HK 2015 pp48-49)",bowl,碗,,Mughal or pseudo-Mughal,DPM,,故103904,,,,口徑13.3、底徑8.1 、高3.6厘米,,NA,,HK 2015 p44/49/206,,,,,,,"""On a Khotan White Jade Bowl""",exterior wall,,蘇州專諸巷多玉工，然不如和闐美玉痕都斯坦玉工所製者。彼蓋水磨所造，花葉分明，撫之卻無痕跡 ，材美工巧，是爲兼之。水磨天方巧，專諸未足論。輪誠從遠域，向禮佐臨軒。看去有花葉，撫來無跡痕。雖雲酬厚往，召誡意恆存。（外壁）,,"[Object text does not include 水。。。論 but starts with note text beginning 蘇州] 水磨天方巧,専諸未足論.(蘇州専諸巷多玉工,然不如和闐美玉痕都斯坦玉工所製者.彼盖水磨所造,花葉分明.撫之卻無痕跡,材美工巧.是為兼之.)輪誠從遠域,嚮禮佐臨軒.(凡御殿賜茶例,用玉椀為宜)㸔去有花葉,撫来無跡痕.雖云酬厚往,召誡意恒存.",,御製詩,五集,卷87,頁11,己酉,乾隆（1789）,,https://ctext.org/library.pl?if=gb&file=56931&page=24#然不如和,,,
Jade079,Large green jade dish,碧玉大盤,（1768）,Central Asia,dish,盤,,Central Asia,DPM,,故093389,曆443丁917/38,,,"口径64.5、
底徑42.5、
高14.5厘米",,NA,,HK 2015 p40/47/200,,,,,,和闐大玉盤,On a Hindustan Large Jade Dish,Interior center,,"綠玉大盤径二尺，圍盈六尺含精澤。 蔥嶺之產蔥其色，砑光無瑕撫無跡。
團規寶月三五魄，素質弗事雕幾飾。 弘璧琬琰誰則識，荒唐徒見傳荊國。
歲貢用征遠人格，成器仍藉他山石。湯之盤銘日新徳，既宏博厚宥筍席。
式如比義思無斁。",,緑玉大盤徑二尺，圍盈六尺含精澤。 蔥嶺之產蔥其色，砑光無瑕撫無迹。團規寳月三五魄，素質弗事雕幾飾。 弘璧琬琰誰則識，荒唐徒見傳荊國。歲貢用徵遠人格，成器仍藉他山石。湯之盤銘日新徳，既宏博厚宥筍席。式如比義思無斁。,,御製詩,三集,卷71,頁14,戊子,乾隆（1768）,,https://ctext.org/library.pl?if=gb&file=68096&page=30#綠玉,,,
Jade080,White jade bowl,白玉碗,1765,Central Asia,bowl,白玉碗,,Central Asian/Uighur,DPM,,故097594,致237.4,茶庫 CK,,"口徑13.8、
底徑6.7、
髙5.7厘米",,NA,,HK 2015 p41/47/199,,,,,,詠和闐玉碗,On a Khotan Jade Bowl,exterior walls,,"和闐包貢歳頻來，希致如脂中碗材。 成器明庭襄大典，掞亳麗句泐奇環。
無纖瑕亦瑜無掩，有足受斯量有恢， 奕葉子孫永保用，赤刀弘璧等珍推。
（外壁）",,和闐包貢嵗頻來，希𦤺如脂中椀材。成器眀庭襄大典（本朝禮儀凡御殿慶賀有賜茶之典命尚茶即以此椀供御），掞毫麗句泐竒壊。無纎瑕亦瑜無揜，有足受斯量有恢。奕葉子孫永保用，赤刀𢎞璧等珍推。,,御製詩,三集,卷53,頁2,乙酉,乾隆乙酉,,https://ctext.org/library.pl?if=gb&file=71182&page=119,,,
Jade081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jade082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jade091,,,（ 1765?）,,,"青玉
髙足碗",,,,,,,,,,,17,,,,,,,,,,,,"崑岡孕瑞產精瑜，歲以為常貢外區。
作器真看凝素液，宜人惟是發華腴。
撫辰用惕民猶水，取象宛呈震仰盂。
大白從來凜戒旨，賜茶廣殿乃時須。（外壁）",,"崑岡孕瑞產精瑜,歲以為常貢外區.作器真㸔凝素液,宜人惟是發華腴.撫辰用惕民猶水,取象宛呈震仰盂.大白從來凜戒㫖,賜茶廣殿乃時須.",,御製詩,四集,卷31,頁18,乙未,乾隆（ 1775）,,https://ctext.org/library.pl?if=gb&file=56321&page=113#宜人惟,,,
"Hindustan Jades with extant imperial text on boxes, paper tags, etc. but not inscribed on the objects themselves.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jade090,Jade small jue cup,玉小爵杯,1817,India,cup in the form of an archaic Chinese bronze jue vessel,玉小爵杯,,Archaizing Chinese,NPMT,,故玉003631,,,,高5.1公分;長7.4公分;寬:6.2公分,,N/A,https://theme.npm.edu.tw/opendata/DigitImageSets.aspx?sNo=04016869&Key=%E7%8E%89%E5%B0%8F%E7%88%B5%E6%9D%AF&pageNo=1 https://theme.npm.edu.tw/opendata/DigitImageSets.aspx?sNo=04016816 https://theme.npm.edu.tw/opendata/DigitImageSets.aspx?sNo=04016830 ,Taipei 1983 p178-179 pl27,Taipei 2007 p171 cat.218,Taipei 2015 p156 cat.153,,,, 嘉慶二十二年七月初十日喀什噶爾呈進□玉週身花小爵盃一個,Jade small jue cup,"Text inscribed on imperial yellow slip attached to embroidered ""Muslim cloth"" (Huibu 回布) bag",,「嘉慶二十二年七月初十日喀什噶爾呈進□玉週身花小爵盃一個」□ marks a damaged character on the tag that is unreadable. The only images of the tag are published in the Taipei 2007 and Taipei 2015 catalogues (not available online).,"On 22 August 1817 (JQ 22/7/10), Kashgar sent as tribute a small jade jue [archaic-style winecup] carved with flowers over its entire body",N/A,,Tag attached to protective storage bag,N/A,N/A,N/A,N/A,JQ 22 (1817),,https://antiquities.npm.gov.tw/Utensils_Page.aspx?ItemId=54054,https://antiquities.npm.gov.tw/Utensils_Page.aspx?ItemId=54054,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Possibly related but not necessarily Hindustan Jades outside DPM/NPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jade105,,,,,,镌乾隆御诗白玉碗,,,Guangdong Museum,,,,,Height 5.6cm; Diameter 13.2cm,,,,,,,,,,,镌乾隆御诗白玉碗,,,,"于闐何必購奩環，通貢薄來每厚還。保定不期致遠域，琢磨亦復藉他山。
示禎碧落星辰表，延喜明廷樽俎間。漉雪浮香真恰當，思推解渴福區寰。",,,,,,,,,,,http://www.gdmuseum.com/gdmuseum/_300746/_300758/yq43/429514/index.html,,,
Jade106,,,,,,玉乾隆御题诗扳指,,,Haidian Museum,,,,,Height 2.4cm; Diameter2.9cm,,,,,,,,,,,玉乾隆御题诗扳指,,,,缮人规制玉人为/彄沓闓抨是所资/不称每羞童子佩/如磨常忆武公诗/底须象骨徒传古/恰似琼琚匪报兹/于度机张慎省括/温其德美信堪师,,,,,,,,,,,http://www.haidianmuseum.org/cangpin/gcjp/201604/t20160427_4168335.html,,,
Jade107,Musical Chime,,（1761）,China,Musical Chime,Musical Chime,,,AIC,,1950.105 (https://www.artic.edu/artworks/107912/musical-chime),,,N/A,,,,https://www.artic.edu/artworks/107912/musical-chime,,,,,,,Musical Chime,,Exterior ,,"No text image available. According to the date provided, this might relate to Jade 116&119",,,,,,,,辛巳,乾隆（1761- 26th year of Qianlong period),"Qing dynasty, inscribed and dated 26th year of Qianlong period (1761)",https://www.artic.edu/artworks/107912/musical-chime,https://www.artic.edu/artworks/107912/musical-chime,https://sarahrider.github.io/self-manifests/manifests/jade107-aic-sm-manifest.json,
Jade108,Bowl,,,China,,bowl,,,BM,,19320715.1 (https://www.britishmuseum.org/collection/object/A_1932-0715-1),,,Height: 8.2 centimetresDiameter: 19.2 centimetres,,,,https://www.britishmuseum.org/collection/image/1067661001,,,,,,,bowl,,Covering the exterior and interior of the bowl,,,,,,,,,,,,"Pale green jade bowl, engraved on both the exterior and interior with Chinese characters picked out in gold. Some traces of red ?pigment. ancient chinese text!","https://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=260038&partId=1&searchText=qianlong+bowl,+inscription&from=ad&fromDate=1700&to=ad&toDate=1800&page=1",https://www.britishmuseum.org/collection/object/A_1932-0715-1,,
Jade109,book; box,,（1748）,China,"jade book, wooden box",box / book,,,BM,,0.3573 (https://www.britishmuseum.org/collection/object/A_-3573),,,Length: 19.3 centimetres (each leaf),,,,box: https://www.britishmuseum.org/collection/image/298454001 ;  book: https://www.britishmuseum.org/collection/image/816948001,,,,,,,box / book,,both sides of seven leaves,,Wooden Box: 鴛锦雲章 No Jade Content Available ,,,,,,,,戊辰,乾隆（1748）,"Jade book, with two covers and seven leaves incised on both sides with elaborate characters; all the same palindrome; each inscription executed in a different form, often in fanciful characters. Gilded and incised dragons on the covers. With carved wooden box. Published Rawson Jessica, Chinese Jade from the Neolithic to the Qing, London, BMP, 1995 p. 101: ""Here, with utmost skill, a play is intended on the notion of antique characters inscribed on a jade book. Such books had, in a much earlier date, both imperial and religious connotations. In place of access to the divine, this book allowed the emperor to toy with invented characters that carried associations of elegance and authority appropriate to the writings of the Zhou dynasty.",https://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=264277&partId=1&searchText=qianlong+poem&from=ad&fromDate=1700&to=ad&toDate=1800&page=1,https://www.britishmuseum.org/collection/object/A_-3573,,
Jade110,Disc (bi) with Imperial Poem in Seal Script (zhuanshu) by the Qianlong Emperor,,,China,Disc (bi),Disc (bi) with Imperial Poem in Seal Script (zhuanshu) by the Qianlong Emperor,,,CMA,,1972.254 (https://www.clevelandart.org/art/1972.254),,,Diameter: 11.4 cm (4 1/2 in.),,,,https://www.clevelandart.org/art/1972.254,,,,,,,Disc (bi) with Imperial Poem in Seal Script (zhuanshu) by the Qianlong Emperor,,,,"中規一片崑崙精，玉人細刻辟邪形。延吉祛惡古所稱，土華依約葆光晶。如凍梨㒵壽而貞，出從誰氏之佳城。黃腸曾以伴漆鎧，有可欲焉終復呈。孝文斮絮誠何情。
乾隆御題",,"御製詩 (四庫全書本)/三集卷013
漢玉辟邪璧",,,,,,,,https://www.clevelandart.org/magazine/cleveland-art-septemberoctober-2018/power-writing,http://www.clevelandart.org/art/1972.254,https://www.clevelandart.org/art/1972.254,,
